Theta,Alpha,BetaL,BetaH,Gamma,label
6.6739517657738086,1.4463949898809525,0.5581074669642858,0.2558427755952381,0.1843151632440476,1
8.658124702232143,1.6606604761904766,0.5547558968749999,0.2785894651785714,0.1897734200892857,2
3.871880775616276,0.9621113460053459,0.4942915945945946,0.27087135001485,0.2113547090882091,3
5.894633237499997,1.259482235416667,0.5544238287202381,0.29984455104166674,0.2530867007440477,4
5.69017896264881,1.569200019791667,0.6362242113095241,0.3132584014880953,0.1956311980654762,5
3.530644198065477,1.158538273958333,0.6522917188988097,0.29333008749999995,0.2403467331845238,6
17.499590393970895,4.804051533561034,1.6299148017523015,0.5208139959904959,0.2948080102465103,7
3.1463930370535733,0.8157235546130954,0.4137998529761905,0.21809382678571426,0.1651091395833333,8
3.1463930370535733,0.8157235546130954,0.4137998529761905,0.21809382678571426,0.1651091395833333,9
15.118858467478473,2.9475237016632017,1.3873638465993472,0.6964106091476091,0.7360581404811406,10
8.192268590476193,1.7109999428571427,0.8083148334821431,0.29653707648809524,0.2411826681547619,11
11.910359730803581,1.690961278720238,0.6059251828869046,0.3826519430059523,0.25547659642857146,12
9.395732573511909,3.3720623770833327,1.3517531837797625,0.4350121486607143,0.2367712797619048,13
3.543302327529763,0.9464291178571428,0.4311242296130953,0.21787931086309528,0.16489794627976193,14
3.543302327529763,0.9464291178571428,0.4311242296130953,0.21787931086309528,0.16489794627976193,15
6.472373330505952,1.7951955068452383,0.6867258108630955,0.4384902162202383,0.3437396135416667,16
6.472373330505952,1.7951955068452383,0.6867258108630955,0.4384902162202383,0.3437396135416667,17
5.584056667805166,1.2521903564003565,0.5581874710424708,0.2867282947727948,0.2363840346005346,18
11.791554943005956,4.672807982142858,3.2152845936011905,1.3366968367559522,1.1271412775297616,19
2.428121570833333,1.4643565086309531,1.802270686607143,1.3884403227678572,2.0421751970238096,20
2.428121570833333,1.4643565086309531,1.802270686607143,1.3884403227678572,2.0421751970238096,21
9.252635024057026,4.092978455301456,1.9852742668547667,1.0686861085536083,1.1739842343332345,22
18.12561895580357,3.5688914110119048,1.5709806708333336,0.6669535580357142,0.6738030886904761,23
20.49459831056549,2.2511932885416672,0.7455758681547621,0.40167641696428574,0.26233981636904763,24
25.780760806398806,5.298555099404764,1.5354857258928585,0.6725928270833335,0.8930408882440476,25
8.969232211167206,1.7729827650727652,0.7672742667062665,0.33587991104841103,0.26265232566082564,26
12.750829938690474,3.042471437351192,1.1625324385416669,0.6476321943452383,0.637844234077381,27
18.527228354315483,4.677761674107141,1.6500774994047624,0.6721315257440476,0.44767026324404746,28
18.595943172111674,3.191086970299972,1.2322912549747551,0.5657714977724979,0.4690527019602023,29
26.794265343005943,5.3112159077380925,2.3348702904761898,1.2883906956845241,0.8175358072916667,30
18.66882263973216,3.3106110102678583,1.0794783136904764,0.4679600334821429,0.31816287455357145,31
8.903031824851194,1.860839154613095,0.7243859313988095,0.32685494002976195,0.21955883645833332,32
5.7856168806058825,1.3880919691119693,0.5882040714285716,0.2950413975348975,0.19310275957825948,33
6.266745534970242,1.6063456083333332,0.7507939398809522,0.3913226089285716,0.2458725998511905,34
6.266745534970242,1.6063456083333332,0.7507939398809522,0.3913226089285716,0.2458725998511905,35
36.34275203482142,6.7888538080357135,3.011157521130952,1.1411537059523809,0.6117736297619046,36
5.907362243303572,1.9695118102678573,0.8829197447916667,0.6857579897321431,0.4032909999999999,37
87.10832009212288,27.559066930351573,10.451741287494436,4.299729745215841,1.8963164870939035,38
10.8121694625,2.16076231875,1.0482278208333329,0.4606547938988096,0.5081090035714286,39
10.8121694625,2.16076231875,1.0482278208333329,0.4606547938988096,0.5081090035714286,40
7.702477272200774,1.295762948024948,0.5362608820908822,0.2751328953073953,0.20234847668547667,41
3.8676042151785697,0.9693353485119044,0.4293075264880952,0.2181162452380952,0.16245375491071426,42
3.747381215029762,0.9043936583333336,0.4136585096726191,0.218354737797619,0.16819702440476192,43
4.24646228081378,1.1020393244728244,0.5197343454113453,0.25972166557766563,0.19866583754083755,44
4.24646228081378,1.1020393244728244,0.5197343454113453,0.25972166557766563,0.19866583754083755,45
3.7300719668154767,0.986192228125,0.4401862726190476,0.2247905770833333,0.1745758663690477,46
6.244795072767857,1.5176840260416662,0.6062646315476191,0.2787923770833333,0.18221312752976188,47
6.244795072767857,1.5176840260416662,0.6062646315476191,0.2787923770833333,0.18221312752976188,48
8.14821807217262,1.5914517851190475,0.7825163206845237,0.3869517130952381,0.2459104520833333,49
8.14821807217262,1.5914517851190475,0.7825163206845237,0.3869517130952381,0.2459104520833333,50
